"",gene_symbol,GSM4781322,GSM4781323,GSM4781324,GSM4781325,GSM4781326,GSM4781327,GSM4781328,GSM4781329
ENSG00000021574,SPAST,2098,2106,2633,1302,2101,1789,1331,1717
ENSG00000021645,NRXN3,27,20,4,119,16,28,25,27
ENSG00000021762,OSBPL5,1791,1501,975,2863,1218,1687,2227,1849
ENSG00000021776,AQR,5274,5977,4876,6018,4793,4153,4735,4391
ENSG00000021826,CPS1,490,727,419,338,449,502,700,384
ENSG00000021852,C8B,0,0,0,0,0,0,0,0
ENSG00000022267,FHL1,1844,1570,1419,1609,1464,1171,1051,2251
ENSG00000022277,RTF2,3418,3109,3321,3339,2679,2578,1902,3915
ENSG00000022355,GABRA1,0,0,1,0,0,3,0,0
ENSG00000022556,NLRP2,17,9,5,13,13,16,7,10
ENSG00000022567,SLC45A4,265,399,325,302,269,404,219,413
ENSG00000022840,RNF10,5127,5635,3664,6503,3632,4148,4343,6229
ENSG00000022976,ZNF839,861,754,606,611,594,452,581,641
ENSG00000023041,ZDHHC6,2115,3289,1839,2003,1781,1746,1954,1846
ENSG00000023171,GRAMD1B,375,240,178,513,165,269,233,654
ENSG00000023287,RB1CC1,5720,5689,6503,5690,6084,4385,3880,5221
ENSG00000023318,ERP44,2946,3168,2974,2065,2592,2490,2155,2483
ENSG00000023330,ALAS1,2545,2160,2091,3745,1709,1499,1453,3719
ENSG00000023445,BIRC3,306,362,451,757,406,133,229,1029
ENSG00000023516,AKAP11,6669,7905,6294,4974,6814,4734,5228,4167
ENSG00000023572,GLRX2,492,367,403,460,349,358,241,550
ENSG00000023608,SNAPC1,1768,1665,1854,1077,1204,1067,1129,1297
ENSG00000023697,DERA,2136,2192,2111,2228,1512,1514,1189,2113
ENSG00000023734,STRAP,4462,4948,4987,3822,4887,3349,2641,4189
ENSG00000023839,ABCC2,109,139,65,187,107,124,99,66
ENSG00000023892,DEF6,273,282,214,564,322,368,451,321
ENSG00000023902,PLEKHO1,1003,867,1156,1200,877,830,824,990
ENSG00000023909,GCLM,1876,2017,1473,2221,1491,1678,1324,2103
ENSG00000024048,UBR2,4649,5516,4575,3838,4412,4216,3949,4306
ENSG00000024422,EHD2,5282,1946,3650,5703,4178,3752,3576,4131
ENSG00000024526,DEPDC1,5543,7219,6874,1045,6389,5275,4805,2148
ENSG00000024862,CCDC28A,590,642,565,501,612,398,462,656
ENSG00000025039,RRAGD,139,113,125,218,80,141,199,370
ENSG00000025156,HSF2,1321,1764,1454,893,1312,1125,872,1091
ENSG00000025293,PHF20,3528,4004,3196,3642,3227,4072,3587,2676
ENSG00000025423,HSD17B6,26,22,71,43,47,15,25,51
ENSG00000025434,NR1H3,230,223,375,219,296,261,283,263
ENSG00000025708,TYMP,296,73,227,547,148,143,77,762
ENSG00000025770,NCAPH2,3817,3029,3408,6353,3058,3085,2660,6363
ENSG00000025772,TOMM34,1722,1521,1648,1684,1285,1021,875,2470
ENSG00000025796,SEC63,3336,3391,2023,2197,2725,2565,2566,1752
ENSG00000025800,KPNA6,10247,10297,9300,9134,8726,7097,6197,9748
ENSG00000026025,VIM,95122,65409,85639,70902,77784,72393,58368,78652
ENSG00000026036,RTEL1-TNFRSF6B,1905,980,909,2040,1461,1019,1192,1382
ENSG00000026103,FAS,1459,1068,877,3700,707,463,399,2910
ENSG00000026297,RNASET2,539,360,418,251,410,364,468,466
ENSG00000026508,CD44,6327,4408,3360,14472,3672,3592,3131,11237
ENSG00000026559,KCNG1,209,133,64,312,120,115,58,707
ENSG00000026652,AGPAT4,718,705,320,650,530,541,692,592
ENSG00000026751,SLAMF7,24,3,15,25,13,14,14,3
ENSG00000026950,BTN3A1,1150,1412,1040,1013,1362,1240,1355,1266
ENSG00000027001,MIPEP,542,572,663,479,501,407,426,780
ENSG00000027075,PRKCH,5142,4784,2780,4126,3629,4914,4551,2895
ENSG00000027644,INSRR,4,0,0,13,2,4,2,0
ENSG00000027697,IFNGR1,2952,2835,2850,2062,2151,2480,1854,2701
ENSG00000027847,B4GALT7,1051,857,1034,1091,969,674,765,1300
ENSG00000027869,SH2D2A,85,6,11,577,15,13,2,324
ENSG00000028116,VRK2,1434,1425,1226,1328,1066,917,804,1346
ENSG00000028137,TNFRSF1B,2042,1657,2317,1072,2163,2564,1798,1576
ENSG00000028203,VEZT,3813,4228,4077,2971,3530,3263,2786,3026
ENSG00000028277,POU2F2,105,75,9,177,205,84,78,175
ENSG00000028310,BRD9,2738,2258,1668,2852,1974,1835,2033,2655
ENSG00000028528,SNX1,4493,4199,3221,4523,3599,3878,3838,4499
ENSG00000028839,TBPL1,873,733,878,687,640,645,512,806
ENSG00000029153,ARNTL2,2727,3667,3490,2831,2520,2076,1898,2973
ENSG00000029363,BCLAF1,11546,14266,10397,7098,9609,8530,7913,7992
ENSG00000029364,SLC39A9,5389,5530,5375,4860,4798,4417,3729,5399
ENSG00000029534,ANK1,575,439,495,1043,391,179,257,826
ENSG00000029559,IBSP,0,0,0,0,0,4,0,0
ENSG00000029639,TFB1M,473,595,439,469,429,573,555,427
ENSG00000029725,RABEP1,7039,9178,8350,6711,8399,5671,6928,7239
ENSG00000029993,HMGB3,1728,1779,1954,1895,1929,1493,1553,1585
ENSG00000030066,NUP160,4773,5604,3731,3547,4169,4049,5154,3334
ENSG00000030110,BAK1,1334,915,1287,3082,863,748,566,2728
ENSG00000030304,MUSK,5,14,4,0,0,3,3,0
ENSG00000030419,IKZF2,954,1293,1118,591,1413,652,1097,484
ENSG00000030582,GRN,24176,14311,23068,20601,18792,18410,17998,30675
ENSG00000031003,FAM13B,2385,2859,2322,1908,2369,2248,2381,1500
ENSG00000031081,ARHGAP31,6935,5283,5142,6543,5426,6003,5641,7361
ENSG00000031691,CENPQ,1163,1633,1775,698,1401,998,817,802
ENSG00000031698,SARS1,11778,10174,7660,18392,7749,6082,4920,24327
ENSG00000031823,RANBP3,2373,2126,1663,2690,1727,1873,1990,2758
ENSG00000032219,ARID4A,1686,2033,1383,1268,1735,1610,1619,1264
ENSG00000032389,EIPR1,1400,1103,1120,1264,1077,1049,764,1116
ENSG00000032444,PNPLA6,3723,2411,2833,3594,3423,3284,3021,5289
ENSG00000032742,IFT88,714,1261,783,314,689,819,748,355
ENSG00000033011,ALG1,1046,868,954,1137,919,753,720,1141
ENSG00000033030,ZCCHC8,2456,2845,1722,2291,1827,1972,2027,2479
ENSG00000033050,ABCF2,3658,2876,3745,3904,2375,2231,2091,4810
ENSG00000033100,CHPF2,2804,2284,2072,3044,2145,2451,2122,3226
ENSG00000033122,LRRC7,2,0,8,0,0,2,0,0
ENSG00000033170,FUT8,2282,2136,1690,2218,2025,2470,2184,2032
ENSG00000033178,UBA6,7566,8001,5311,6221,7902,5374,4554,7112
ENSG00000033327,GAB2,2130,1853,1703,2120,1729,1643,1877,1991
ENSG00000033627,ATP6V0A1,2433,3587,1538,2597,1872,1975,2383,2005
ENSG00000033800,PIAS1,2980,3770,2862,1905,2503,2718,2594,2968
ENSG00000033867,SLC4A7,2551,2893,1828,1573,2138,1860,1648,1453
ENSG00000034053,APBA2,192,126,169,182,178,95,147,90
ENSG00000034152,MAP2K3,1041,1020,809,1726,1053,787,658,1313
ENSG00000034239,EFCAB1,22,10,33,7,2,4,11,8
ENSG00000034510,TMSB10,20903,19819,28419,19865,20295,17033,13401,19095
ENSG00000034533,ASTE1,540,570,459,449,586,571,513,402
ENSG00000034677,RNF19A,3813,4218,3272,3327,3499,3370,3320,2720
ENSG00000034693,PEX3,976,1124,866,608,726,640,646,626
ENSG00000034713,GABARAPL2,1977,1999,2250,1533,1874,1896,1544,1736
ENSG00000034971,MYOC,0,0,0,0,0,0,0,0
ENSG00000035115,SH3YL1,1144,1219,623,596,1160,884,922,269
ENSG00000035141,FAM136A,1633,1632,1801,1258,1427,1089,1015,1163
ENSG00000035403,VCL,14064,13213,9476,13059,10165,12974,11280,12114
ENSG00000035499,DEPDC1B,1458,1732,1655,402,1560,1315,1267,556
ENSG00000035664,DAPK2,215,347,129,219,208,244,275,265
ENSG00000035681,NSMAF,3210,3318,2234,2737,2214,2353,2427,2505
ENSG00000035687,ADSS2,3432,3431,2693,2485,2610,2647,2840,2843
ENSG00000035720,STAP1,0,0,0,0,0,1,0,0
ENSG00000035862,TIMP2,33359,23662,23172,22199,22933,26940,22953,28160
ENSG00000035928,RFC1,7612,10431,6499,7383,7681,6237,6354,5824
ENSG00000036054,TBC1D23,2808,2938,2248,1986,2548,2076,2079,2536
ENSG00000036257,CUL3,4143,5258,3894,2901,4583,3422,3576,3204
ENSG00000036448,MYOM2,6,5,17,39,12,0,7,12
ENSG00000036473,OTC,0,0,0,0,0,0,0,0
ENSG00000036530,CYP46A1,79,233,76,84,146,161,143,100
ENSG00000036549,ZZZ3,5390,6013,4424,3995,5194,4996,4675,3544
ENSG00000036565,SLC18A1,5,1,0,6,6,5,11,0
ENSG00000036672,USP2,23,25,17,26,24,24,12,19
ENSG00000036828,CASR,0,0,1,0,0,1,0,0
ENSG00000037042,TUBG2,869,875,687,857,860,747,743,855
ENSG00000037241,RPL26L1,887,799,1040,1228,767,680,548,1215
ENSG00000037280,FLT4,435,319,273,311,273,396,252,468
ENSG00000037474,NSUN2,3406,2566,2008,3223,2528,2834,2417,2729
ENSG00000037637,FBXO42,2103,1994,2025,2861,1891,1475,1585,3433
ENSG00000037749,MFAP3,2436,2873,2111,2272,1872,2177,2274,2903
ENSG00000037757,MRI1,1433,911,1475,1557,1214,1545,1088,1788
ENSG00000037897,METTL1,279,308,241,358,167,222,144,306
ENSG00000037965,HOXC8,22,17,30,29,14,22,21,17
ENSG00000038002,AGA,335,396,301,177,179,146,166,384
ENSG00000038210,PI4K2B,2755,2548,2775,1541,2334,1321,1080,1266
ENSG00000038219,BOD1L1,5799,7121,3992,3743,7230,4346,5294,4315
ENSG00000038274,MAT2B,3915,4008,4322,2598,3462,2778,2750,3160
ENSG00000038295,TLL1,0,0,1,0,1,0,2,0
ENSG00000038358,EDC4,5532,4757,4282,5322,4771,5148,5198,5776
ENSG00000038382,TRIO,18369,15633,8430,22826,11202,12893,17348,17024
ENSG00000038427,VCAN,2901,1729,1514,7972,1782,2663,1348,6959
ENSG00000038532,CLEC16A,2789,2344,1800,2416,1680,2181,2175,2763
ENSG00000038945,MSR1,1,1,0,0,32,0,0,0
ENSG00000039068,CDH1,15,54,4,12,15,25,15,1
ENSG00000039123,MTREX,5083,5193,4982,4006,4217,4100,4319,4370
ENSG00000039139,DNAH5,122,35,59,28,59,8,24,16
ENSG00000039319,ZFYVE16,6863,9122,6473,4865,6031,6093,6699,5169
ENSG00000039523,RIPOR1,4291,2598,2604,8137,3394,3593,4232,5620
ENSG00000039537,C6,0,0,0,0,0,0,1,0
ENSG00000039560,RAI14,5866,6155,4035,4714,4092,5532,6545,3858
ENSG00000039600,SOX30,4,4,6,7,0,6,7,25
ENSG00000039650,PNKP,1700,1322,833,2192,1486,1333,1531,2163
ENSG00000039987,BEST2,0,1,2,4,0,6,4,0
ENSG00000040199,PHLPP2,2508,3185,1832,2583,3069,2205,2363,2411
ENSG00000040275,SPDL1,3165,3637,2760,1826,2518,2438,2215,1549
ENSG00000040341,STAU2,2645,2809,2831,1615,3100,2234,2157,1459
ENSG00000040487,SLC66A1,1074,742,920,1285,836,946,870,1522
ENSG00000040531,CTNS,1772,1641,1777,1751,1618,1385,1401,2120
ENSG00000040608,RTN4R,120,61,104,128,71,123,93,189
ENSG00000040633,PHF23,1520,1144,1707,979,1305,1133,902,1205
ENSG00000040731,CDH10,68,64,48,101,50,18,17,66
ENSG00000040933,INPP4A,2124,2040,1695,2591,1756,2060,1730,2442
ENSG00000041353,RAB27B,93,125,413,152,357,120,123,97
ENSG00000041357,PSMA4,4936,5670,5446,3791,4324,3995,3027,4487
ENSG00000041802,LSG1,3254,3344,2323,2681,2480,2571,2270,2916
ENSG00000041880,PARP3,500,446,458,776,359,320,347,771
ENSG00000041982,TNC,347,265,506,202,226,66,120,466
ENSG00000041988,THAP3,664,591,695,592,576,641,526,960
ENSG00000042062,RIPOR3,72,73,45,58,42,68,81,55
ENSG00000042088,TDP1,1585,1715,1484,1336,1561,1547,1346,1593
ENSG00000042286,AIFM2,990,771,685,1410,765,412,435,1401
ENSG00000042304,C2orf83,24,14,5,19,9,13,11,11
ENSG00000042317,SPATA7,560,888,411,537,452,430,445,547
ENSG00000042429,MED17,1714,1939,972,1529,1536,1952,2038,1822
ENSG00000042445,RETSAT,3455,2229,1908,6289,2053,1775,1799,6429
ENSG00000042493,CAPG,2983,2610,3702,4568,2925,1803,1990,4157
ENSG00000042753,AP2S1,3679,2365,4177,3268,3274,2719,1924,3698
ENSG00000042781,USH2A,1,2,1,11,1,7,1,0
ENSG00000042813,ZPBP,0,0,2,0,0,0,0,0
ENSG00000042832,TG,117,49,53,168,56,70,16,492
ENSG00000042980,ADAM28,12,0,0,0,0,0,0,0
ENSG00000043039,BARX2,14,13,12,17,26,22,20,8
ENSG00000043093,DCUN1D1,2932,3116,2924,2406,2443,2286,2094,2906
ENSG00000043143,JADE2,4383,3553,3510,4055,2812,3321,3019,4736
ENSG00000043355,ZIC2,2,0,64,0,0,1,2,2
ENSG00000043462,LCP2,3,0,0,1,0,11,7,0
ENSG00000043514,TRIT1,776,990,505,665,779,617,671,980
ENSG00000043591,ADRB1,303,185,174,231,129,153,140,182
ENSG00000044012,GUCA2B,0,0,0,0,0,0,1,0
ENSG00000044090,CUL7,1364,1290,1365,1244,1301,973,1269,1514
ENSG00000044115,CTNNA1,27227,24440,20330,22447,20193,20782,20272,24824
ENSG00000044446,PHKA2,1798,1859,1386,1717,1442,1379,1584,1162
ENSG00000044459,CNTLN,2678,3291,2427,1430,2461,2274,2437,1381
ENSG00000044524,EPHA3,0,0,0,0,0,1,1,0
ENSG00000044574,HSPA5,10770,6424,6467,12210,8029,9133,5852,11832
ENSG00000046604,DSG2,171,172,102,217,155,113,184,159
ENSG00000046647,GEMIN8,213,265,206,187,243,155,158,118
ENSG00000046651,OFD1,869,1290,763,706,817,853,739,1117
ENSG00000046653,GPM6B,0,1,3,1,9,14,2,0
ENSG00000046774,MAGEC2,0,0,1,0,0,0,0,0
ENSG00000046889,PREX2,8,11,12,8,13,16,11,2
ENSG00000047056,WDR37,1491,1266,880,1736,1395,883,1127,977
ENSG00000047188,YTHDC2,4028,3821,3731,2347,3613,3180,2935,2470
ENSG00000047230,CTPS2,1266,2080,1112,634,1403,1580,1498,871
ENSG00000047249,ATP6V1H,2807,2394,3087,2776,2692,2214,1639,2992
ENSG00000047315,POLR2B,7403,8058,6458,5959,6996,6190,6155,7098
ENSG00000047346,FAM214A,1561,2292,1523,1287,1519,1615,1764,739
ENSG00000047365,ARAP2,111,0,10,21,78,0,0,4
ENSG00000047410,TPR,20551,22224,18907,14253,19777,17226,16967,15603
ENSG00000047457,CP,3,0,2,0,26,2,13,9
ENSG00000047578,KATNIP,1439,1770,935,1853,1574,1238,1721,1162
ENSG00000047579,DTNBP1,336,354,335,237,335,305,290,191
ENSG00000047597,XK,0,0,0,0,0,0,0,0
ENSG00000047617,ANO2,9,62,9,45,24,64,69,16
ENSG00000047621,C12orf4,2153,2382,1850,1952,2063,2085,2220,1588
ENSG00000047634,SCML1,766,812,826,423,810,717,678,704
ENSG00000047644,WWC3,4849,4638,4165,3812,3642,4037,3811,5168
ENSG00000047648,ARHGAP6,46,43,88,20,77,22,24,41
ENSG00000047662,FAM184B,3,2,2,0,1,3,1,0
ENSG00000047849,MAP4,22009,17593,12766,21168,17078,14445,15717,19599
ENSG00000047932,GOPC,3121,3189,3042,1831,2796,2695,2228,2516
ENSG00000047936,ROS1,7,0,0,12,4,1,0,0
ENSG00000048028,USP28,2470,2732,2351,1781,2433,2716,1963,2576
ENSG00000048052,HDAC9,147,93,67,529,237,110,60,102
ENSG00000048140,TSPAN17,1458,1208,1400,1847,1039,1356,856,2046
ENSG00000048162,NOP16,470,329,381,437,398,320,244,713
ENSG00000048342,CC2D2A,443,503,533,234,425,332,406,287
ENSG00000048392,RRM2B,4732,3841,4411,7437,3039,2187,1990,7125
ENSG00000048405,ZNF800,2308,2939,2017,2694,2387,1489,1575,2466
ENSG00000048462,TNFRSF17,1,0,2,0,2,0,1,0
ENSG00000048471,SNX29,2207,2160,1781,2510,1729,2072,2234,2244
ENSG00000048540,LMO3,0,0,3,0,0,111,0,0
ENSG00000048544,MRPS10,2274,2204,2264,1966,2061,1605,1342,2182
ENSG00000048545,GUCA1A,6,3,9,3,2,5,4,2
ENSG00000048649,RSF1,5404,4328,3643,4342,3710,5367,3250,3592
ENSG00000048707,VPS13D,10907,12710,7983,12709,9072,9099,9448,10746
ENSG00000048740,CELF2,1094,807,566,1584,634,618,586,1368
ENSG00000048828,FAM120A,10564,9294,7869,9710,8184,8318,7573,12549
ENSG00000048991,R3HDM1,2002,2294,1433,1315,2058,2052,2181,927
ENSG00000049089,COL9A2,196,78,60,400,121,55,38,441
ENSG00000049130,KITLG,1497,914,1019,2480,1046,580,629,2057
ENSG00000049167,ERCC8,842,1146,1062,538,808,622,527,618
ENSG00000049192,ADAMTS6,796,1155,685,929,1069,606,618,1038
ENSG00000049239,H6PD,4055,3831,4007,2528,3586,2051,2325,2787
ENSG00000049245,VAMP3,6776,5836,5541,5918,5453,4656,4185,6319
ENSG00000049246,PER3,1340,1700,1313,1073,1703,1153,1255,735
ENSG00000049247,UTS2,0,0,0,0,0,0,0,0
ENSG00000049249,TNFRSF9,170,57,36,99,41,47,42,76
ENSG00000049283,EPN3,63,19,16,305,59,6,15,318
ENSG00000049323,LTBP1,17498,10645,9607,13027,11272,10720,8309,15042
ENSG00000049449,RCN1,6614,6149,6007,6949,5660,4892,3707,9069
ENSG00000049540,ELN,52,18,13,21,21,29,13,11
ENSG00000049541,RFC2,3177,3091,3677,3099,2998,2331,2297,3657
ENSG00000049618,ARID1B,6327,6587,4274,4871,5683,6298,6736,4520
ENSG00000049656,CLPTM1L,3685,3251,3717,3991,3328,3975,2811,6219
ENSG00000049759,NEDD4L,2973,2221,1700,3271,1863,3118,2464,4485
ENSG00000049768,FOXP3,2,0,4,2,5,2,4,11
ENSG00000049769,PPP1R3F,262,193,266,278,301,207,90,150
ENSG00000049860,HEXB,6602,6912,6899,5463,6221,5916,5572,6782
ENSG00000049883,PTCD2,819,1807,971,1413,769,879,670,1364
ENSG00000050030,NEXMIF,2,12,1,2,6,6,8,0
ENSG00000050130,JKAMP,1661,2063,1585,1196,1447,1611,1634,1519
ENSG00000050165,DKK3,6028,5978,7079,4458,6359,4405,4699,5575
ENSG00000050327,ARHGEF5,91,39,27,57,18,64,21,48
ENSG00000050344,NFE2L3,2863,2482,2181,1269,1863,1763,1522,1557
ENSG00000050393,MCUR1,1674,1445,2077,1382,1215,1115,1009,1347
ENSG00000050405,LIMA1,8417,7172,5774,8596,5772,5387,4350,6793
ENSG00000050426,LETMD1,2166,2749,1700,2062,1822,1944,2091,1688
ENSG00000050438,SLC4A8,605,666,419,497,790,396,847,356
ENSG00000050555,LAMC3,84,27,43,404,67,29,16,175
ENSG00000050628,PTGER3,3,2,3,7,10,4,24,21
ENSG00000050730,TNIP3,2,2,4,1,0,4,12,4
ENSG00000050748,MAPK9,2591,2622,2131,2256,1829,1901,2243,1941
ENSG00000050767,COL23A1,1,0,1,7,2,5,1,1
ENSG00000050820,BCAR1,7633,4581,5036,7578,4636,6523,6691,7644
ENSG00000051009,FAM160A2,1681,1539,1151,1585,1381,1313,1455,1654
ENSG00000051108,HERPUD1,2841,2549,2289,3566,2186,3458,2727,4253
ENSG00000051128,HOMER3,1174,903,1289,1149,1005,963,745,1108
ENSG00000051180,RAD51,1525,1425,1323,1443,1362,1323,1179,1651
ENSG00000051341,POLQ,4932,5685,3379,4517,4882,4427,4413,4178
ENSG00000051382,PIK3CB,1694,2075,1739,1348,2281,1613,1579,712
ENSG00000051523,CYBA,1839,918,2871,1270,1965,1359,835,1892
ENSG00000051596,THOC3,3578,2971,4180,3097,4387,3003,2341,5233
ENSG00000051620,HEBP2,647,621,833,910,915,560,439,978
ENSG00000051825,MPHOSPH9,4795,7347,4703,3124,4858,5554,5692,2971
ENSG00000052126,PLEKHA5,925,1553,1091,704,805,1109,997,1479
ENSG00000052344,PRSS8,5,0,0,2,1,23,8,10
ENSG00000052723,SIKE1,3311,3827,3661,3696,4111,2308,2195,3564
ENSG00000052749,RRP12,1827,1585,1027,2337,1292,1413,1601,1662
ENSG00000052795,FNIP2,3209,3780,2613,3428,2930,3742,4411,3692
ENSG00000052802,MSMO1,2257,2290,2081,1506,1540,2651,2206,1990
ENSG00000052841,TTC17,5472,7256,4303,4900,5443,5004,5687,4067
ENSG00000052850,ALX4,8,1,7,5,4,2,1,4
ENSG00000053108,FSTL4,67,32,24,66,38,50,43,30
ENSG00000053254,FOXN3,6306,6534,4945,5098,4355,6889,6742,3358
ENSG00000053328,METTL24,2,1,5,0,0,4,1,0
ENSG00000053371,AKR7A2,2754,2157,3474,2360,2790,2336,2006,3040
ENSG00000053372,MRTO4,1466,1377,1652,1456,1098,1302,920,1616
ENSG00000053438,NNAT,1,1,0,1,0,0,0,0
ENSG00000053501,USE1,343,325,430,443,389,321,301,472
ENSG00000053524,MCF2L2,249,687,241,487,220,216,425,320
ENSG00000053702,NRIP2,7,3,6,3,10,9,3,15
ENSG00000053747,LAMA3,3265,3646,1696,1853,2579,1837,2469,982
ENSG00000053770,AP5M1,2375,3106,2317,1611,1997,1980,1781,2688
ENSG00000053900,ANAPC4,1786,2539,1594,1305,1409,1887,1701,1163
ENSG00000053918,KCNQ1,8,9,2,37,12,18,2,105
ENSG00000054116,TRAPPC3,2164,2153,2342,2031,1792,1536,1418,2194
ENSG00000054118,THRAP3,9167,8767,7606,7637,7284,7787,6796,8215
ENSG00000054148,PHPT1,2609,1810,2784,4908,2371,1466,1385,5469
ENSG00000054179,ENTPD2,0,1,0,3,0,6,0,8
ENSG00000054219,LY75,578,494,551,256,316,382,456,390
ENSG00000054267,ARID4B,4260,4571,3570,2582,3321,2998,4104,2611
ENSG00000054277,OPN3,315,221,258,224,302,322,211,224
ENSG00000054282,SDCCAG8,1155,1280,997,1137,930,858,917,940
ENSG00000054356,PTPRN,74,0,43,321,5,18,32,89
ENSG00000054523,KIF1B,8631,10292,6405,10790,7623,7425,7825,8137
ENSG00000054598,FOXC1,141,99,75,164,122,103,86,188
ENSG00000054611,TBC1D22A,1613,1118,1497,1417,1296,1191,1058,1733
ENSG00000054654,SYNE2,32109,31964,19419,29168,29499,31184,35635,26142
ENSG00000054690,PLEKHH1,298,233,151,160,247,286,330,121
ENSG00000054793,ATP9A,2267,2491,2004,2083,1780,1806,2174,2456
ENSG00000054796,SPO11,0,0,0,0,0,0,0,0
ENSG00000054803,CBLN4,3,0,2,0,0,3,2,0
ENSG00000054938,CHRDL2,0,0,1,2,3,0,1,3
ENSG00000054965,FAM168A,4423,4327,3714,4351,4031,4075,3192,5988
ENSG00000054967,RELT,1647,1077,1275,1849,1066,947,789,2170
ENSG00000054983,GALC,1235,1839,1226,973,1154,1478,1349,821
ENSG00000055044,NOP58,2725,3136,1942,1812,1972,2266,1728,2497
ENSG00000055070,SZRD1,7456,5876,7260,6496,6005,5531,4301,7188
ENSG00000055118,KCNH2,52,29,45,152,30,30,23,143
ENSG00000055130,CUL1,3378,3213,2943,2583,3087,2388,2266,2687
ENSG00000055147,FAM114A2,1409,2099,1476,1262,1302,1210,1284,1539
ENSG00000055163,CYFIP2,2549,1759,1118,6492,1803,1189,931,4849
ENSG00000055208,TAB2,3783,4056,3215,3014,2933,2773,3173,2424
ENSG00000055211,GINM1,4279,4497,4742,2992,4360,2974,2785,3470
ENSG00000055332,EIF2AK2,8763,6537,5222,11291,6234,5568,4168,9491
ENSG00000055483,USP36,1868,1857,1122,3232,1678,1566,1538,2134
ENSG00000055609,KMT2C,11604,10768,9276,11339,13479,10637,8538,9266
ENSG00000055732,MCOLN3,12,6,2,15,10,0,7,23
ENSG00000055813,CCDC85A,166,97,150,112,124,235,135,166
ENSG00000055917,PUM2,7087,8012,5660,7182,6365,5744,7119,7007
ENSG00000055950,MRPL43,1412,1240,1783,1074,1346,1041,836,1043
ENSG00000055955,ITIH4,22,24,13,74,3,38,28,49
ENSG00000055957,ITIH1,3,0,6,1,0,3,1,0
ENSG00000056050,HPF1,913,1124,1088,512,997,741,640,897
ENSG00000056097,ZFR,6367,6994,6028,6255,5629,4955,4529,7038
ENSG00000056277,ZNF280C,746,848,549,428,676,586,517,607
ENSG00000056291,NPFFR2,0,0,2,0,0,0,1,0
ENSG00000056487,PHF21B,15,13,9,1,12,21,1,5
ENSG00000056558,TRAF1,378,199,149,1584,156,167,220,1348
ENSG00000056586,RC3H2,8131,7907,7841,7246,7941,6817,5984,8892
ENSG00000056678,KIFC1,0,0,0,0,0,0,0,0
ENSG00000056736,IL17RB,4,33,3,7,11,11,11,7
ENSG00000056972,TRAF3IP2,726,482,496,1188,414,443,467,741
ENSG00000056998,GYG2,4,13,29,2,28,5,22,0
ENSG00000057019,DCBLD2,9486,8753,7114,9155,8417,6879,7602,11437
ENSG00000057149,SERPINB3,0,0,0,0,0,0,0,0
ENSG00000057252,SOAT1,3547,3844,3314,3339,2620,3074,2398,4015
ENSG00000057294,PKP2,124,136,205,47,127,91,58,44
ENSG00000057468,MSH4,24,17,9,42,29,28,28,17
ENSG00000057593,F7,1,1,2,47,1,3,1,0
ENSG00000057608,GDI2,12339,11406,11942,8785,9459,8846,7322,9946
ENSG00000057657,PRDM1,80,49,42,40,16,89,3,117
ENSG00000057663,ATG5,2109,2724,1989,1581,2029,1752,1548,2039
ENSG00000057704,TMCC3,742,557,453,772,547,388,316,658
ENSG00000057757,PITHD1,2038,1844,1997,2071,1799,1490,1356,2330
ENSG00000057935,MTA3,1365,2071,1490,1190,1389,1205,1240,886
ENSG00000058056,USP13,2662,2657,2498,1787,2985,2622,2442,1733
ENSG00000058063,ATP11B,7816,9561,8640,5048,7984,7347,6365,5978
ENSG00000058085,LAMC2,303,115,176,1064,93,101,111,1369
ENSG00000058091,CDK14,2353,2864,1961,3022,2094,1922,2331,2363
ENSG00000058262,SEC61A1,14439,10406,10938,18808,9838,10150,7450,20019
ENSG00000058272,PPP1R12A,6477,7666,5518,4010,4463,4613,5029,3984
ENSG00000058335,RASGRF1,201,122,66,70,98,197,201,26
ENSG00000058404,CAMK2B,58,25,46,69,113,77,51,17
ENSG00000058453,CROCC,1818,1572,798,2445,1097,1432,1860,1636
ENSG00000058600,POLR3E,1800,1519,1302,2256,1292,1333,1443,2185
ENSG00000058668,ATP2B4,8363,6677,4282,11304,6342,6045,6302,8288
ENSG00000058673,ZC3H11A,12303,13409,10254,9076,10783,10313,10183,11290
ENSG00000058729,RIOK2,1131,1453,1058,1203,1068,1236,1170,790
ENSG00000058799,YIPF1,584,714,648,603,637,542,438,1028
ENSG00000058804,NDC1,5085,5446,4949,2945,4861,4458,3484,3739
ENSG00000058866,DGKG,33,30,2,105,2,83,15,55
ENSG00000059122,FLYWCH1,3448,1331,2133,4889,1863,1608,1398,4702
ENSG00000059145,UNKL,759,852,739,1506,914,956,985,855
ENSG00000059377,TBXAS1,54,24,21,35,28,39,33,36
ENSG00000059378,PARP12,2298,1839,905,2849,1210,1826,1562,2222
ENSG00000059573,ALDH18A1,3308,2998,2884,1710,2829,2472,2261,3072
ENSG00000059588,TARBP1,2143,2775,1548,1186,1720,2091,2586,903
ENSG00000059691,GATB,1111,1175,1093,964,977,962,946,1115
ENSG00000059728,MXD1,1220,1108,653,1664,998,853,872,1614
ENSG00000059758,CDK17,6334,6136,3932,4798,3912,5352,4991,4895
ENSG00000059769,DNAJC25,417,296,344,281,325,279,213,420
